Enzyme1,Enzyme2,Percent_Similarity
2,30,95.81464872944694
2,68,94.02092675635276
2,16,85.35127055306427
2,64,81.31539611360239
2,24,80.11958146487295
2,33,71.30044843049326
2,28,63.82660687593423
2,27,50.672645739910315
2,22,49.62630792227205
2,62,48.4304932735426
3,12,51.569506726457405
3,24,44.24514200298953
3,64,43.34828101644245
3,16,42.45142002989537
3,33,42.45142002989537
3,22,42.45142002989537
3,9,42.15246636771301
3,27,42.15246636771301
3,62,42.00298953662182
3,68,41.85351270553064
4,7,93.7219730941704
4,64,31.2406576980568
4,28,30.94170403587444
4,24,30.94170403587444
4,30,30.64275037369208
4,2,30.64275037369208
4,68,30.493273542600896
4,27,30.34379671150972
4,33,30.34379671150972
4,12,29.74588938714499
7,4,93.7219730941704
7,64,29.297458893871447
7,24,29.14798206278027
7,28,28.84902840059791
7,30,28.699551569506728
7,2,28.699551569506728
7,33,28.550074738415542
7,68,28.550074738415542
7,27,28.251121076233183
7,16,27.802690582959645
9,57,88.34080717488789
9,62,72.34678624813155
9,27,48.729446935724965
9,22,48.13153961136024
9,33,47.6831091180867
9,16,47.53363228699551
9,2,47.384155455904335
9,24,47.08520179372198
9,64,46.93572496263079
9,68,46.93572496263079
12,3,51.569506726457405
12,71,43.946188340807176
12,24,43.796711509716
12,64,43.64723467862481
12,62,43.04932735426009
12,68,43.04932735426009
12,9,42.89985052316891
12,57,42.600896860986545
12,16,42.30194319880419
12,33,42.30194319880419
15,42,96.71150971599404
15,76,56.65171898355755
15,62,44.843049327354265
15,24,44.39461883408072
15,64,43.19880418535127
15,9,42.89985052316891
15,57,42.89985052316891
15,30,42.600896860986545
15,2,42.15246636771301
15,28,42.00298953662182
16,30,85.79970104633782
16,2,85.35127055306427
16,68,84.00597907324364
16,64,82.95964125560538
16,24,79.82062780269058
16,33,69.80568011958147
16,28,64.42451420029896
16,27,50.224215246636774
16,22,48.729446935724965
16,62,47.83258594917787
18,58,94.02092675635276
18,44,86.39760837070254
18,49,74.14050822122572
18,38,73.99103139013454
18,21,73.24364723467862
18,39,72.6457399103139
18,25,71.74887892376681
18,52,68.60986547085201
18,37,63.97608370702541
18,47,63.67713004484305
21,18,73.24364723467862
21,38,72.94469357249626
21,58,72.04783258594918
21,49,69.95515695067265
21,39,69.80568011958147
21,25,67.41405082212258
21,44,65.91928251121077
21,52,65.91928251121077
21,37,61.88340807174888
21,73,61.58445440956651
22,27,70.4035874439462
22,64,50.37369207772795
22,24,49.92526158445441
22,33,49.775784753363226
22,30,49.62630792227205
22,2,49.62630792227205
22,68,49.47683109118087
22,16,48.729446935724965
22,9,48.13153961136024
22,28,47.53363228699551
24,64,85.05231689088191
24,30,80.86696562032884
24,2,80.11958146487295
24,16,79.82062780269058
24,68,79.82062780269058
24,33,68.31091180866966
24,28,65.32137518684604
24,27,50.97159940209267
24,22,49.92526158445441
24,9,47.08520179372198
25,18,71.74887892376681
25,58,71.44992526158445
25,38,71.44992526158445
25,49,70.10463378176382
25,39,69.05829596412556
25,21,67.41405082212258
25,52,66.66666666666666
25,44,64.42451420029896
25,47,63.97608370702541
25,73,62.92974588938714
27,22,70.4035874439462
27,24,50.97159940209267
27,64,50.82212257100149
27,2,50.672645739910315
27,16,50.224215246636774
27,30,50.0747384155456
27,68,49.92526158445441
27,9,48.729446935724965
27,28,48.729446935724965
27,33,47.98206278026906
28,24,65.32137518684604
28,64,65.17189835575485
28,16,64.42451420029896
28,68,64.12556053811659
28,2,63.82660687593423
28,30,63.67713004484305
28,33,60.53811659192825
28,27,48.729446935724965
28,22,47.53363228699551
28,62,47.23467862481316
30,2,95.81464872944694
30,68,93.12406576980568
30,16,85.79970104633782
30,64,82.51121076233184
30,24,80.86696562032884
30,33,71.30044843049326
30,28,63.67713004484305
30,27,50.0747384155456
30,22,49.62630792227205
30,62,48.13153961136024
33,64,71.44992526158445
33,30,71.30044843049326
33,2,71.30044843049326
33,68,70.85201793721974
33,16,69.80568011958147
33,24,68.31091180866966
33,28,60.53811659192825
33,22,49.775784753363226
33,62,48.13153961136024
33,27,47.98206278026906
37,73,83.40807174887892
37,47,81.31539611360239
37,61,72.6457399103139
37,38,65.6203288490284
37,18,63.97608370702541
37,58,63.97608370702541
37,49,63.82660687593423
37,39,62.4813153961136
37,52,62.18236173393124
37,25,62.03288490284006
38,18,73.99103139013454
38,21,72.94469357249626
38,58,72.79521674140508
38,49,72.49626307922273
38,25,71.44992526158445
38,39,70.85201793721974
38,52,67.86248131539611
38,44,65.91928251121077
38,47,65.76980568011959
38,37,65.6203288490284
39,49,80.86696562032884
39,18,72.6457399103139
39,58,71.00149476831092
39,38,70.85201793721974
39,21,69.80568011958147
39,25,69.05829596412556
39,52,66.06875934230195
39,44,64.12556053811659
39,47,63.22869955156951
39,37,62.4813153961136
42,15,96.71150971599404
42,76,56.20328849028401
42,62,44.843049327354265
42,24,43.796711509716
42,64,42.89985052316891
42,57,42.600896860986545
42,9,42.45142002989537
42,33,42.30194319880419
42,30,42.15246636771301
42,28,41.85351270553064
44,58,87.4439461883408
44,18,86.39760837070254
44,38,65.91928251121077
44,21,65.91928251121077
44,49,65.32137518684604
44,25,64.42451420029896
44,39,64.12556053811659
44,52,61.285500747384155
44,37,56.80119581464873
44,47,56.20328849028401
47,73,84.90284005979073
47,37,81.31539611360239
47,61,76.98056801195816
47,38,65.76980568011959
47,25,63.97608370702541
47,18,63.67713004484305
47,49,63.52765321375187
47,39,63.22869955156951
47,58,62.92974588938714
47,52,62.63079222720478
49,39,80.86696562032884
49,18,74.14050822122572
49,38,72.49626307922273
49,58,72.34678624813155
49,25,70.10463378176382
49,21,69.95515695067265
49,52,66.81614349775785
49,44,65.32137518684604
49,37,63.82660687593423
49,47,63.52765321375187
52,58,68.75934230194319
52,18,68.60986547085201
52,38,67.86248131539611
52,49,66.81614349775785
52,25,66.66666666666666
52,39,66.06875934230195
52,21,65.91928251121077
52,73,62.78026905829597
52,47,62.63079222720478
52,37,62.18236173393124
53,70,71.898355754858
53,60,70.10463378176382
53,72,41.85351270553064
53,24,35.874439461883405
53,68,35.42600896860987
53,2,34.97757847533632
53,30,34.82810164424514
53,33,34.52914798206278
53,16,34.379671150971596
53,64,34.23019431988042
57,9,88.34080717488789
57,62,70.254110612855
57,27,47.53363228699551
57,33,47.23467862481316
57,22,47.08520179372198
57,24,47.08520179372198
57,64,46.78624813153961
57,16,46.63677130044843
57,2,46.48729446935725
57,68,46.18834080717489
58,18,94.02092675635276
58,44,87.4439461883408
58,38,72.79521674140508
58,49,72.34678624813155
58,21,72.04783258594918
58,25,71.44992526158445
58,39,71.00149476831092
58,52,68.75934230194319
58,37,63.97608370702541
58,47,62.92974588938714
60,70,90.5829596412556
60,53,70.10463378176382
60,72,44.39461883408072
60,24,35.57548579970104
60,68,35.276532137518686
60,2,35.1270553064275
60,30,34.97757847533632
60,16,34.67862481315397
60,28,34.23019431988042
60,33,34.23019431988042
61,47,76.98056801195816
61,73,75.48579970104635
61,37,72.6457399103139
61,38,60.98654708520179
61,49,59.79073243647235
61,39,59.04334828101644
61,52,59.04334828101644
61,18,58.744394618834086
61,58,58.744394618834086
61,25,58.29596412556054
62,9,72.34678624813155
62,57,70.254110612855
62,68,48.57997010463378
62,2,48.4304932735426
62,33,48.13153961136024
62,30,48.13153961136024
62,16,47.83258594917787
62,64,47.83258594917787
62,27,47.384155455904335
62,28,47.23467862481316
64,24,85.05231689088191
64,16,82.95964125560538
64,30,82.51121076233184
64,2,81.31539611360239
64,68,80.86696562032884
64,33,71.44992526158445
64,28,65.17189835575485
64,27,50.82212257100149
64,22,50.37369207772795
64,62,47.83258594917787
68,2,94.02092675635276
68,30,93.12406576980568
68,16,84.00597907324364
68,64,80.86696562032884
68,24,79.82062780269058
68,33,70.85201793721974
68,28,64.12556053811659
68,27,49.92526158445441
68,22,49.47683109118087
68,62,48.57997010463378
70,60,90.5829596412556
70,53,71.898355754858
70,72,44.843049327354265
70,24,36.47234678624813
70,16,35.57548579970104
70,68,35.42600896860987
70,30,35.42600896860987
70,2,35.276532137518686
70,64,34.82810164424514
70,33,34.67862481315397
71,12,43.946188340807176
71,3,41.70403587443946
71,76,40.20926756352765
71,9,39.76083707025411
71,64,39.46188340807175
71,24,39.31240657698057
71,30,39.162929745889386
71,2,39.162929745889386
71,16,39.01345291479821
71,62,38.86397608370702
72,70,44.843049327354265
72,60,44.39461883408072
72,53,41.85351270553064
72,24,35.57548579970104
72,30,34.82810164424514
72,2,34.82810164424514
72,64,34.67862481315397
72,68,34.67862481315397
72,28,34.379671150971596
72,16,34.23019431988042
73,47,84.90284005979073
73,37,83.40807174887892
73,61,75.48579970104635
73,38,65.6203288490284
73,18,63.07922272047832
73,49,63.07922272047832
73,25,62.92974588938714
73,52,62.78026905829597
73,58,62.63079222720478
73,39,62.18236173393124
76,15,56.65171898355755
76,42,56.20328849028401
76,57,43.49775784753363
76,9,43.34828101644245
76,62,43.19880418535127
76,24,41.4050822122571
76,12,40.95665171898356
76,22,40.80717488789238
76,33,40.50822122571002
76,27,40.35874439461883
